CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;QT_ACAO_ORDIN_CAP_INTEGR;QT_ACAO_PREF_CAP_INTEGR;QT_ACAO_TOTAL_CAP_INTEGR;QT_ACAO_ORDIN_TESOURO;QT_ACAO_PREF_TESOURO;QT_ACAO_TOTAL_TESOURO
09.116.278/0001-01;2024-12-31;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;17378;744;18122;0;0;0
09.146.451/0001-06;2024-12-31;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;135602;0;135602;0;0;0
09.149.503/0001-06;2024-12-31;1;SERENA GERAÇÃO S.A.;200274405;0;200274405;0;0;0
09.229.201/0001-30;2024-12-31;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;674854731;0;674854731;0;0;0
09.257.877/0001-37;2024-12-31;1;FERROVIA NORTE SUL S/A;1835966791;0;1835966791;0;0;0
09.267.996/0001-70;2024-12-31;1;YUNY INCORPORADORA HOLDING S.A.;52675049;0;52675049;0;0;0
09.288.252/0001-32;2024-12-31;1;ANIMA HOLDING S.A.;403868805;0;403868805;26165763;0;26165763
09.295.063/0001-97;2024-12-31;1;TECHNOS S.A.;64106215;0;64106215;748266;0;748266
09.304.427/0001-58;2024-12-31;1;HABITASEC SECURITIZADORA SA;900000;0;900000;0;0;0
09.305.994/0001-29;2024-12-31;1;AZUL S.A.;928965058;335750796;1264715854;0;264495;264495
09.313.969/0001-97;2024-12-31;1;AUTOPISTA LITORAL SUL;4158155555;0;4158155555;0;0;0
09.324.949/0001-11;2024-12-31;1;AUTOPISTA FLUMINENSE SA;658918293;0;658918293;0;0;0
09.325.109/0001-73;2024-12-31;1;AUTOPISTA PLANALTO SUL SA;1656659368;0;1656659368;0;0;0
09.326.342/0001-70;2024-12-31;1;AUTOPISTA FERNÃO DIAS SA;2962381424;0;2962381424;0;0;0
09.336.431/0001-06;2024-12-31;1;AUTOPISTA REGIS BITTENCOURT SA;747759759;0;747759759;0;0;0
09.346.601/0001-25;2024-12-31;1;B3 S.A. - BRASIL, BOLSA, BALCÃO;5426500000;0;5426500000;161295214;0;161295214
09.347.516/0001-81;2024-12-31;1;ELETROMIDIA S.A.;139983753;0;139983753;666904;0;666904
09.359.927/0001-97;2024-12-31;1;ASA BRANCA HOLDING S.A.;64042606;0;64042606;0;0;0
09.391.823/0001-60;2024-12-31;1;SANTO ANTONIO ENERGIA S.A.;1801134793836;0;1801134793836;0;0;0
09.414.761/0001-64;2024-12-31;1;K-INFRA RODOVIA DO AÇO S.A.;438327;0;438327;0;0;0
09.478.309/0001-66;2024-12-31;1;BRASIL BIOFUELS S.A.;6055973;0;6055973;0;0;0
09.527.023/0001-23;2024-12-31;1;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;232476294;0;232476294;0;0;0
09.538.973/0001-53;2024-12-31;1;PDG COMPANHIA SECURITIZADORA;844;0;844;0;0;0
09.584.854/0001-37;2024-12-31;1;MANAUS TRANSMISSORA DE ENERGIA S.A;1255333123;0;1255333123;0;0;0
09.611.768/0001-76;2024-12-31;2;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;86885349;0;86885349;0;0;0
09.625.321/0001-56;2024-12-31;1;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;1687300000;0;1687300000;0;0;0
09.813.204/0001-16;2024-12-31;2;W2W E-COMMERCE DE VINHOS S.A.;108655567;0;108655567;0;0;0
10.139.870/0001-08;2024-12-31;3;NEOGRID PARTICIPAÇÕES S.A.;9140944;0;9140944;253692;0;253692
10.158.356/0001-01;2024-12-31;1;CPX DISTRIBUIDORA S.A.;57312220;0;57312220;0;0;0
10.215.988/0001-60;2024-12-31;1;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;2518751757;0;2518751757;0;0;0
10.234.027/0001-00;2024-12-31;1;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;667013209;0;667013209;0;0;0
10.240.186/0001-00;2024-12-31;1;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;632529094;0;632529094;0;0;0
10.319.900/0001-50;2024-12-31;1;REGENERA RIO S.A.;60000273;0;60000273;0;0;0
10.324.624/0001-18;2024-12-31;1;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;1613694012;0;1613694012;0;0;0
10.338.320/0001-00;2024-12-31;1;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;63085;0;63085;0;0;0
10.488.244/0001-19;2024-12-31;1;INFRASEC SECURITIZADORA S.A.;1000;0;1000;0;0;0
10.502.676/0001-37;2024-12-31;1;TERMELÉTRICA PERNAMBUCO III S.A.;26162998;0;26162998;0;0;0
10.531.501/0001-58;2024-12-31;1;CONC AUTO RAPOSO TAVARES S.A.;6301299;6301299;12602598;0;0;0
10.571.175/0001-02;2024-12-31;1;URBA DESENVOLVIMENTO URBANO S.A.;146922;0;146922;336;0;336
10.629.105/0001-68;2024-12-31;1;PRIO S.A.;892059934;0;892059934;75058542;0;75058542
10.635.691/0001-53;2024-12-31;1;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;249500;249500;499000;0;0;0
10.647.979/0001-48;2024-12-31;1;CONC ROTA DAS BANDEIRAS S.A.;278399525;278399525;556799050;0;0;0
10.670.314/0001-55;2024-12-31;1;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;828812;0;828812;0;0;0
10.678.505/0001-63;2024-12-31;2;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;30357847596;0;30357847596;0;0;0
10.739.356/0001-03;2024-12-31;2;BRBI BR PARTNERS S.A;200546184;114440928;314987112;0;0;0
10.760.260/0001-19;2024-12-31;1;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;525591097;0;525591097;8326;0;8326
10.807.374/0001-77;2024-12-31;1;BOA SAFRA SEMENTES S.A.;135322144;0;135322144;801800;0;801800
10.835.932/0001-08;2024-12-31;1;CIA ENERGETICA DE PERNAMBUCO - CELPE;66052;7648;73700;0;0;0
10.841.050/0001-55;2024-12-31;1;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;287665;0;287665;0;0;0
11.284.204/0001-18;2024-12-31;2;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;31564;0;31564;0;0;0
11.421.994/0001-36;2024-12-31;2;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;82951;0;82951;0;0;0
11.992.680/0001-93;2024-12-31;1;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;284014325;0;284014325;2690749;0;2690749
12.049.631/0001-84;2024-12-31;1;MOURA DUBEUX ENGENHARIA S/A;84909375;0;84909375;1096048;0;1096048
12.091.809/0001-55;2024-12-31;1;BRAVA ENERGIA S.A.;464179128;0;464179128;14166;0;14166
12.104.241/0004-02;2024-12-31;1;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;651756313;0;651756313;18963632;0;18963632
12.108.897/0001-50;2024-12-31;1;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;50603;0;50603;0;0;0
12.181.987/0001-77;2024-12-31;2;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;206269341;0;206269341;1997198;0;1997198
12.300.288/0001-07;2024-12-31;3;NORTE ENERGIA S.A.;13396000;0;13396000;0;0;0
12.420.164/0001-57;2024-12-31;1;CM HOSPITALAR S.A;322820608;0;322820608;7012300;0;7012300
12.489.315/0001-23;2024-12-31;1;FERREIRA GOMES ENERGIA S.A.;807080529;0;807080529;0;0;0
12.528.708/0001-07;2024-12-31;3;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;62120196;0;62120196;823306;0;823306
12.592.831/0001-89;2024-12-31;2;MNLT S.A.;2260490292;10;2260490302;0;0;0
12.648.266/0001-24;2024-12-31;1;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;167041869;0;167041869;244100;0;244100
12.648.327/0001-53;2024-12-31;1;HIDROVIAS DO BRASIL S.A.;760383;0;760383;0;0;0
12.919.786/0001-24;2024-12-31;1;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;8116936;0;8116936;0;0;0
13.009.717/0001-46;2024-12-31;2;BCO ESTADO DE SERGIPE S.A. - BANESE;9761354;9761354;19522708;0;0;0
13.017.462/0001-63;2024-12-31;1;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;195509;0;195509;0;0;0
13.217.485/0001-11;2024-12-31;2;GRUPO SBF S.A.;240408980;0;240408980;3604000;0;3604000
13.270.520/0001-66;2024-12-31;1;KORA SAÚDE PARTICIPAÇÕES S.A.;77334806;0;77334806;430063;0;430063
13.444.994/0001-87;2024-12-31;1;MLOG S.A.;2306;0;2306;0;0;0
13.574.594/0001-96;2024-12-31;1;ZAMP SA;406934395;0;406934395;8023038;0;8023038
13.783.221/0004-78;2024-12-31;1;MADERO INDÚSTRIA E COMÉRCIO S.A.;314820171;31541101;346361272;0;0;0
14.110.585/0001-07;2024-12-31;1;MÉLIUZ S.A.;87169265;0;87169265;0;0;0
14.191.427/0001-29;2024-12-31;1;GRANBIO INVESTIMENTOS S.A.;108133;0;108133;0;0;0
14.292.540/0001-09;2024-12-31;1;BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A;211808182;0;211808182;0;0;0
14.388.334/0001-99;2024-12-31;1;PARANA BCO S.A.;1620020750;1628928142;3248948892;47795200;505372;48300572
14.776.142/0001-50;2024-12-31;1;WESTWING COMÉRCIO VAREJISTA S.A.;111093486;0;111093486;0;0;0
14.785.152/0001-51;2024-12-31;1;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;103188981;0;103188981;287649;0;287649
14.796.754/0001-04;2024-12-31;1;ENGELHART CTP (BRASIL) S.A.;10800300000;0;10800300000;0;0;0
14.807.945/0001-24;2024-12-31;1;SANSUY S.A. INDUSTRIA DE PLASTICOS;2657920;5058480;7716400;0;0;0
14.876.090/0001-93;2024-12-31;1;GAIA IMPACTO SECURITIZADORA S.A.;1500;0;1500;0;0;0
14.882.295/0001-81;2024-12-31;1;CBO HOLDING S.A.;138622434;0;138622434;0;0;0
14.998.371/0001-19;2024-12-31;1;J. MACEDO S.A.;10;9;19;0;0;0
15.073.274/0001-88;2024-12-31;1;PPLA PARTICIPATIONS LTD.;2814667;1;2814668;0;0;0
15.090.690/0001-94;2024-12-31;1;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;1922551;0;1922551;0;0;0
15.114.494/0001-02;2024-12-31;1;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.;164955410;11239603;176195013;0;0;0
15.115.504/0001-24;2024-12-31;1;TRONOX PIGMENTOS DO BRASIL S.A.;10158398;18860349;29018747;0;0;0
15.139.629/0001-94;2024-12-31;2;CIA ELETRICIDADE EST. DA BAHIA - COELBA;151998;110098;262096;0;0;0
15.141.799/0001-03;2024-12-31;1;CIA FERRO LIGAS DA BAHIA - FERBASA;117725000;235450000;353175000;125000;12663200;12788200
15.385.166/0001-40;2024-12-31;2;EQUIPAV SANEAMENTO S.A.;963989061;0;963989061;0;0;0
15.413.826/0001-50;2024-12-31;1;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;647015;0;647015;0;0;0
15.440.708/0001-30;2024-12-31;1;CONCESSIONÁRIA VIARIO S.A.;355432206;0;355432206;0;0;0
15.484.093/0001-44;2024-12-31;1;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;1682092;0;1682092;0;0;0
15.494.541/0001-90;2024-12-31;1;SALUS INFRAESTRUTURA PORTUARIA SA;420000;0;420000;0;0;0
15.578.569/0001-06;2024-12-31;1;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;3033542;0;3033542;0;0;0
16.233.389/0001-55;2024-12-31;1;CVLB BRASIL S.A;125911213;0;125911213;0;0;0
16.234.171/0001-15;2024-12-31;1;METANOR SA METANOL DO NE;97768099;196571002;294339101;0;0;0
16.404.287/0001-55;2024-12-31;1;SUZANO S.A.;1264117615;0;1264117615;24875787;0;24875787
16.590.234/0001-76;2024-12-31;2;AZZAS 2154 S.A.;206489813;0;206489813;20781;0;20781
16.614.075/0001-00;2024-12-31;1;DIRECIONAL ENGENHARIA S.A.;173500000;0;173500000;508138;0;508138
16.670.085/0001-55;2024-12-31;1;LOCALIZA RENT A CAR S.A.;1082620720;0;1082620720;28869532;0;28869532
16.676.520/0001-59;2024-12-31;1;HOSPITAL MATER DEI S.A.;345157525;0;345157525;3686100;0;3686100
16.811.931/0001-00;2024-12-31;1;ALPHAVILLE S.A.;195330061;0;195330061;295;0;295
16.838.421/0001-26;2024-12-31;2;XP INVESTIMENTOS S.A.;2503189246;0;2503189246;0;0;0
16.922.038/0001-51;2024-12-31;1;ENJOEI S.A.;205017;0;205017;0;0;0
17.155.730/0001-64;2024-12-31;1;CIA ENERGETICA DE MINAS GERAIS - CEMIG;956602;1905180;2861782;1100;0;1100
17.157.777/0001-67;2024-12-31;1;BANCO NACIONAL S.A.;61156255;51387855;112544110;0;0;0
17.159.005/0001-64;2024-12-31;1;FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL;4500;9000;13500;948;0;948
17.159.229/0001-76;2024-12-31;1;LABORATÓRIO TEUTO BRASILEIRO S.A.;54655555;0;54655555;0;0;0
17.161.241/0001-15;2024-12-31;1;MINASMAQUINAS S.A.;20;17;37;0;0;0
17.162.082/0001-73;2024-12-31;1;MENDES JUNIOR ENGENHARIA S.A.;6976765;3332623;10309388;0;0;0
17.167.396/0001-69;2024-12-31;1;ALFA HOLDINGS S.A.;46011632;38670637;84682269;0;0;0
17.184.037/0001-10;2024-12-31;2;BCO MERCANTIL DO BRASIL S.A.;65156;39676;104832;0;349;349
17.234.244/0001-31;2024-12-31;1;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;550871212;0;550871212;0;0;0
17.245.234/0001-00;2024-12-31;1;CIA FIACAO TECIDOS CEDRO CACHOEIRA;5707104;4292896;10000000;0;0;0
17.281.106/0001-03;2024-12-31;1;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;380253;0;380253;1072;0;1072
17.314.329/0001-20;2024-12-31;2;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;286369530;0;286369530;926500;0;926500
17.344.597/0001-94;2024-12-31;1;BB SEGURIDADE PARTICIPAÇÕES S.A.;2000000000;0;2000000000;58813981;0;58813981
17.359.233/0001-88;2024-12-31;1;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;382000000;0;382000000;0;0;0
17.765.891/0001-70;2024-12-31;1;GRUPO SALTA EDUCAÇÃO S.A.;327925580;73170653;401096233;0;0;0
18.080.368/0001-72;2024-12-31;1;OZN HEALTH SPE S.A.;94500;0;94500;0;0;0
18.174.270/0001-84;2024-12-31;1;DOTZ S.A.;13244055;0;13244055;0;0;0
18.328.118/0001-09;2024-12-31;1;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;462523502;0;462523502;11600015;0;11600015
18.483.666/0001-03;2024-12-31;1;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;95863295;0;95863295;5993644;0;5993644
18.494.485/0001-82;2024-12-31;1;PORTO SUDESTE V.M. S.A.;6602020;0;6602020;0;0;0
18.572.225/0001-88;2024-12-31;1;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;429710;0;429710;0;0;0
18.593.815/0001-97;2024-12-31;1;PRINER SERVIÇOS INDUSTRIAIS S.A.;46720757;0;46720757;0;0;0
18.903.785/0001-78;2024-12-31;1;HOLDING DO ARAGUAIA S.A.;708377;0;708377;0;0;0
19.014.221/0001-47;2024-12-31;1;CHINA THREE GORGES BRASIL ENERGIA S.A.;992653503;0;992653503;0;0;0
19.208.022/0001-70;2024-12-31;1;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;992477;0;992477;0;0;0
19.403.252/0001-90;2024-12-31;2;EMCCAMP RESIDENCIAL S.A.;51018519;0;51018519;0;0;0
19.521.322/0001-04;2024-12-31;1;CONCESSIONÁRIA ROTA DO OESTE S.A.;2031810533;0;2031810533;0;0;0
19.526.748/0001-50;2024-12-31;1;COMPANHIA INDUSTRIAL CATAGUASES;144;1;145;0;0;0
19.527.586/0001-75;2024-12-31;1;COMPANHIA ENERGÉTICA SINOP S/A;2234136;0;2234136;0;0;0
19.527.639/0001-58;2024-12-31;1;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;1058767;0;1058767;0;0;0
19.642.306/0001-70;2024-12-31;1;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;1088000000;0;1088000000;0;0;0
20.247.322/0001-47;2024-12-31;1;ALLIED TECNOLOGIA S.A.;94059;0;94059;0;0;0
20.258.278/0001-70;2024-12-31;2;OUROFINO S.A.;53949006;0;53949006;181400;0;181400
20.512.706/0001-40;2024-12-31;1;VITRU EDUCAÇÃO S.A.;134172428;0;134172428;519900;0;519900
20.514.555/0001-69;2024-12-31;1;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;215600280;0;215600280;0;0;0
20.514.590/0001-88;2024-12-31;1;ARGO V TRANSMISSÃO DE ENERGIA S.A.;251284711;0;251284711;0;0;0
21.110.778/0001-23;2024-12-31;1;OLIVEIRA TRUST S.A.;172280750;168869250;341150000;0;0;0
21.240.146/0001-84;2024-12-31;1;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;254543576;0;254543576;3395679;0;3395679
21.254.073/0001-80;2024-12-31;1;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;7589885;0;7589885;0;0;0
21.314.559/0001-66;2024-12-31;2;MOVIDA PARTICIPACOES SA;362302086;0;362302086;5189833;0;5189833
21.389.501/0001-81;2024-12-31;1;COMPASS GÁS E ENERGIA S.A.;628487691;85702404;714190095;0;0;0
21.414.457/0001-12;2024-12-31;1;LEADS CIA. SECURITIZADORA;2000000;0;2000000;0;0;0
21.728.083/0001-00;2024-12-31;1;TRANSMISSORA JOSÉ MARIA DE MACEDO DE ELETRICIDADE S.A.;504397379;0;504397379;0;0;0
21.748.188/0001-20;2024-12-31;1;TERP GLBL BRASIL I PARTICIPAÇÕES S.A.;392336428;0;392336428;0;0;0
22.163.297/0001-49;2024-12-31;1;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;147368;0;147368;0;0;0
22.261.473/0001-85;2024-12-31;1;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;153471;153471;306942;0;0;0
22.266.175/0001-88;2024-12-31;1;FERTILIZANTES HERINGER S.A.;53857284;0;53857284;0;0;0
22.543.331/0001-00;2024-12-31;1;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;3000000;0;3000000;0;0;0
23.041.875/0001-37;2024-12-31;1;ALMACENES ÉXITO S.A.;1344720453;0;1344720453;46856094;0;46856094
23.096.269/0001-19;2024-12-31;1;RIO PARANA ENERGIA S.A.;7014326211;0;7014326211;0;0;0
23.236.821/0001-27;2024-12-31;1;PATRIMAR ENGENHARIA S.A.;56026;0;56026;0;0;0
23.373.000/0001-32;2024-12-31;2;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;1081032537;0;1081032537;499000;0;499000
23.438.929/0001-00;2024-12-31;1;ALARES INTERNET PARTICIPAÇÕES S/A;347699;0;347699;0;0;0
23.994.857/0001-70;2024-12-31;1;ATOM EDUCAÇÃO E EDITORA S.A.;23804;0;23804;1318;0;1318
24.230.275/0001-80;2024-12-31;2;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;203901000;0;203901000;5096500;0;5096500
24.396.489/0001-20;2024-12-31;1;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2646299065;0;2646299065;0;0;0
24.624.490/0001-65;2024-12-31;1;ARGO TRANSMISSÃO DE ENERGIA S/A;499811000;0;499811000;0;0;0
24.624.551/0001-94;2024-12-31;1;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;1759420;0;1759420;0;0;0
24.921.465/0001-43;2024-12-31;1;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;134775745;0;134775745;0;0;0
24.962.466/0001-36;2024-12-31;1;RUMO MALHA NORTE S.A.;1107698070;81714293;1189412363;0;0;0
24.990.777/0001-09;2024-12-31;2;GRUPO MATEUS S.A.;2248469834;0;2248469834;254947;0;254947
25.249.439/0001-83;2024-12-31;2;HOSPITAL CARE CALEDONIA S.A.;129351918;42796005;172147923;3873509;0;3873509
25.369.840/0001-57;2024-12-31;1;COMERC ENERGIA S.A.;363029262;0;363029262;0;0;0
